1. open,2. high,3. low,4. close,5. volume
408.892,408.974,408.762,408.822,716.0
409.062,409.113,408.902,408.942,892.0
409.091,409.093,409.032,409.042,173.0
409.121,409.243,409.091,409.092,51.0
409.091,409.163,409.091,409.162,151.0
409.071,409.163,409.062,409.162,69.0
409.062,409.163,409.052,409.162,329.0
409.111,409.193,409.022,409.192,1570.0
409.211,409.213,409.191,409.192,17.0
409.211,409.263,409.111,409.261,246.0
409.371,409.433,409.211,409.212,955.0
409.531,409.533,409.351,409.351,568.0
409.521,409.523,409.511,409.521,108.0
409.541,409.572,409.521,409.521,181.0
409.571,409.622,409.571,409.621,53.0
409.561,409.562,409.501,409.521,143.0
409.591,409.592,409.521,409.521,145.0
409.571,409.622,409.571,409.621,7.0
409.621,409.622,409.621,409.621,1.0
409.521,409.582,409.501,409.521,391.0
409.561,409.622,409.561,409.621,42.0
409.561,409.572,409.561,409.561,55.0
409.611,409.632,409.551,409.581,464.0
409.571,409.582,409.551,409.561,14.0
409.571,409.622,409.571,409.621,70.0
409.501,409.652,409.491,409.651,286.0
409.541,409.642,409.481,409.491,475.0
409.611,409.612,409.531,409.531,97.0
409.63,409.792,409.611,409.611,391.0
409.79,409.842,409.67,409.671,231.0
409.561,409.592,409.561,409.591,4.0
409.68,409.682,409.571,409.571,6.0
409.76,409.762,409.581,409.581,62.0
409.81,409.872,409.76,409.761,1923.0
409.79,409.912,409.79,409.91,101.0
409.74,409.772,409.74,409.761,767.0
409.621,409.712,409.571,409.711,320.0
409.561,409.562,409.561,409.561,1.0
409.531,409.533,409.481,409.491,400.0
409.7,409.702,409.531,409.531,6.0
409.69,409.892,409.521,409.621,1016.0
409.81,409.952,409.64,409.661,320.0
409.72,409.912,409.66,409.91,177.0
409.87,409.872,409.65,409.761,150.0
409.77,409.772,409.76,409.761,515.0
409.77,409.772,409.72,409.721,148.0
409.9,409.902,409.86,409.86,7.0
409.88,409.932,409.76,409.761,643.0
409.95,409.952,409.95,409.95,4.0
409.93,409.952,409.76,409.95,110.0
409.95,409.952,409.8,409.8,13.0
409.95,409.962,409.92,409.95,75.0
409.92,409.922,409.77,409.771,3.0
409.79,409.792,409.79,409.791,9.0
409.96,409.962,409.96,409.96,6.0
410.01,410.052,409.96,409.96,103.0
409.83,409.832,409.83,409.83,20.0
409.91,409.912,409.66,409.661,371.0
409.89,409.892,409.84,409.84,148.0
409.92,409.922,409.92,409.92,1.0
409.85,410.092,409.85,410.09,17.0
409.85,410.052,409.85,409.85,76.0
410.06,410.062,410.06,410.06,1.0
410.06,410.102,410.06,410.1,202.0
410.05,410.092,409.84,409.84,359.0
410.05,410.062,410.05,410.06,16.0
409.83,410.022,409.83,410.02,25.0
409.77,409.772,409.77,409.771,1.0
410.02,410.022,410.02,410.02,28.0
409.91,410.022,409.76,409.761,119.0
409.77,409.772,409.591,409.591,7.0
409.79,409.792,409.511,409.521,21.0
409.77,409.772,409.77,409.771,355.0
409.561,409.812,409.561,409.8,495.0
409.81,409.812,409.81,409.81,20.0
409.81,409.812,409.81,409.81,6.0
409.66,409.832,409.66,409.83,500.0
409.581,409.582,409.581,409.581,1.0
409.611,409.612,409.611,409.611,1.0
409.591,409.592,409.461,409.511,27.0
409.261,409.592,409.261,409.591,139.0
409.97,409.972,409.062,409.261,2031.0
410.239,410.241,410.01,410.01,1221.0
410.189,410.191,410.179,410.18,100.0
410.189,410.241,410.189,410.24,12.0
410.259,410.261,410.189,410.26,91.0
410.259,410.261,410.179,410.26,506.0
410.259,410.261,410.189,410.19,187.0
410.199,410.261,410.199,410.26,7.0
410.259,410.261,410.259,410.26,10.0
410.259,410.261,410.16,410.16,256.0
410.259,410.261,410.16,410.26,44.0
410.259,410.261,410.259,410.26,1.0
410.14,410.141,410.14,410.14,1.0
410.14,410.141,410.11,410.11,7.0
410.259,410.261,410.11,410.14,63.0
410.03,410.201,410.03,410.11,30.0
410.199,410.201,410.199,410.2,15.0
410.229,410.261,410.0,410.0,884.0
410.209,410.211,410.209,410.21,10.0
410.01,410.231,410.01,410.16,13.0
410.199,410.201,410.199,410.2,1.0
410.199,410.241,410.199,410.24,200.0
410.01,410.201,409.98,410.2,662.0
409.88,410.012,409.88,410.01,135.0
410.01,410.012,409.93,409.93,7.0
409.96,410.012,409.88,410.01,62.0
409.96,409.962,409.95,409.96,117.0
409.99,410.002,409.95,409.95,66.0
409.91,410.002,409.91,410.0,106.0
409.83,409.832,409.8,409.83,47.0
409.83,409.832,409.8,409.83,208.0
409.83,409.862,409.83,409.83,20.0
409.96,409.962,409.96,409.96,9.0
409.8,409.972,409.79,409.96,170.0
409.84,409.862,409.8,409.8,80.0
409.97,409.982,409.95,409.98,80.0
409.83,409.832,409.79,409.82,74.0
409.84,409.862,409.84,409.86,57.0
409.95,409.962,409.95,409.96,280.0
409.83,409.832,409.83,409.83,4.0
409.91,409.992,409.9,409.98,57.0
410.0,410.012,410.0,410.0,3.0
410.01,410.012,410.01,410.01,1.0
410.0,410.062,409.95,409.95,482.0
409.96,410.002,409.96,410.0,31.0
409.91,409.962,409.91,409.96,31.0
409.93,410.002,409.91,409.91,15.0
409.99,409.992,409.91,409.91,2.0
409.95,409.992,409.95,409.98,51.0
409.9,409.902,409.86,409.86,2.0
409.78,409.932,409.78,409.86,33.0
409.77,409.782,409.77,409.771,125.0
409.81,409.862,409.81,409.81,51.0
409.86,409.862,409.86,409.86,20.0
409.76,409.882,409.76,409.88,95.0
409.76,409.762,409.76,409.761,7.0
409.76,409.762,409.68,409.681,101.0
409.87,409.872,409.521,409.741,798.0
409.89,409.892,409.89,409.89,14.0
409.9,409.902,409.73,409.731,17.0
409.92,409.922,409.92,409.92,20.0
409.92,409.922,409.92,409.92,8.0
409.65,409.652,409.65,409.651,5.0
409.92,409.922,409.92,409.92,1.0
409.81,409.952,409.73,409.731,44.0
409.9,409.902,409.68,409.681,244.0
409.86,409.862,409.81,409.81,273.0
409.88,409.882,409.86,409.87,98.0
409.91,409.912,409.81,409.81,12.0
409.81,409.922,409.79,409.91,119.0
409.88,409.882,409.73,409.731,200.0
409.86,409.862,409.86,409.86,11.0
409.87,409.952,409.87,409.95,4.0
409.77,409.862,409.76,409.86,15.0
409.86,409.912,409.78,409.781,86.0
409.87,409.872,409.86,409.86,4.0
410.13,410.141,409.96,409.96,724.0
410.11,410.131,410.11,410.13,88.0
410.189,410.191,410.189,410.19,13.0
410.209,410.211,410.199,410.2,40.0
409.96,409.962,409.96,409.96,13.0
410.11,410.191,409.98,410.19,180.0
410.16,410.241,410.08,410.08,136.0
410.199,410.231,410.12,410.12,178.0
410.219,410.251,410.199,410.2,132.0
410.229,410.261,410.189,410.26,227.0
410.189,410.211,410.189,410.21,104.0
410.239,410.241,410.12,410.17,227.0
410.13,410.141,410.13,410.14,32.0
410.07,410.112,410.07,410.11,314.0
410.09,410.092,410.09,410.09,4.0
409.96,409.962,409.96,409.96,1.0
409.99,410.072,409.97,410.07,6.0
410.05,410.072,409.96,409.98,410.0
410.06,410.062,410.06,410.06,2.0
409.87,409.872,409.87,409.87,4.0
409.79,409.872,409.79,409.87,40.0
409.74,409.902,409.74,409.87,19.0
409.72,409.722,409.72,409.721,5.0
409.74,409.762,409.74,409.741,12.0
409.65,409.652,409.65,409.651,1.0
409.621,409.622,409.621,409.621,94.0
409.611,409.632,409.611,409.631,334.0
409.81,409.812,409.391,409.611,204.0
409.521,409.852,409.521,409.521,247.0
409.281,409.453,409.261,409.351,199.0
409.66,409.662,409.351,409.351,686.0
409.75,409.752,409.71,409.711,85.0
409.76,409.762,409.71,409.711,239.0
409.76,409.772,409.71,409.711,13.0
409.79,409.792,409.76,409.761,6.0
409.96,410.231,409.72,409.721,454.0
409.351,409.463,409.241,409.461,170.0
409.331,409.463,409.326,409.411,161.0
409.326,409.413,409.321,409.326,26.0
409.411,409.413,409.291,409.401,146.0
409.241,409.413,409.241,409.326,15.0
409.401,409.413,409.261,409.411,984.0
409.062,409.413,409.062,409.401,159.0
409.181,409.313,409.111,409.311,300.0
409.176,409.178,409.111,409.172,16.0
409.161,409.243,409.081,409.241,8.0
409.221,409.363,409.081,409.162,41.0
409.236,409.393,409.211,409.222,67.0
409.246,409.393,409.211,409.212,49.0
409.246,409.413,409.161,409.212,12.0
409.201,409.413,409.201,409.246,49.0
409.246,409.248,409.081,409.246,9.0
409.411,409.413,409.081,409.411,36.0
409.246,409.253,409.081,409.246,162.0
409.246,409.253,409.081,409.202,72.0
409.111,409.248,409.09,409.09,4.0
409.241,409.413,408.812,409.411,84.0
409.081,409.083,408.772,409.082,6.0
409.091,409.353,408.882,409.351,104.0
409.091,409.413,409.052,409.411,91.0
409.381,409.413,408.962,408.962,11.0
409.411,409.413,408.982,409.411,29.0
408.962,409.413,408.962,409.411,14.0
408.962,409.263,408.962,409.017,8.0
409.161,409.263,408.762,409.251,98.0
409.086,409.383,409.086,409.132,8.0
409.076,409.413,408.762,409.087,9.0
409.191,409.393,408.782,409.172,168.0
409.076,409.083,409.076,409.077,4.0
409.391,409.393,409.211,409.212,16.0
409.062,409.353,409.062,409.077,592.0
409.086,409.413,408.762,409.411,30.0
409.411,409.413,408.762,409.261,21.0
408.782,409.088,408.782,409.087,2.0
408.972,409.263,408.762,408.912,1100.0
408.967,408.969,408.672,408.962,6.0
409.062,409.233,408.672,408.673,125.0
408.967,409.263,408.962,409.261,43.0
409.052,409.233,408.672,409.122,87.0
408.957,408.959,408.957,408.957,1.0
409.221,409.223,408.892,408.947,18.0
409.141,409.243,408.972,409.172,12.0
408.957,409.243,408.872,408.957,180.0
409.241,409.243,408.957,408.957,21.0
408.952,408.974,408.952,408.962,38.0
409.221,409.243,408.662,408.952,122.0
409.062,409.223,409.062,409.222,124.0
408.952,409.063,408.952,409.062,92.0
409.032,409.243,408.952,408.952,397.0
408.927,409.243,408.782,408.782,116.0
408.922,409.243,408.922,408.962,12.0
408.922,409.103,408.602,408.962,12.0
409.002,409.231,408.762,408.962,227.0
409.201,409.243,408.762,409.032,182.0
409.012,409.193,408.774,408.774,18.0
408.762,409.003,408.762,409.002,5.0
409.241,409.243,408.762,409.202,39.0
409.131,409.203,408.962,409.002,43.0
409.241,409.243,409.002,409.241,8.0
409.002,409.113,409.002,409.002,14.0
409.226,409.243,409.002,409.214,108.0
408.982,409.243,408.982,409.002,627.0
408.982,409.163,408.762,409.162,825.0
408.982,409.163,408.962,408.962,9.0
408.862,409.193,408.762,408.982,530.0
408.862,408.864,408.862,408.862,4.0
408.762,408.964,408.762,408.882,15.0
408.887,409.013,408.762,408.882,20.0
408.912,409.013,408.602,408.887,650.0
408.61,408.82,408.61,408.752,28.0
408.62,408.914,408.61,408.912,115.0
408.757,408.814,408.752,408.762,35.0
408.912,408.914,408.702,408.757,8.0
408.892,408.914,408.602,408.862,351.0
408.912,408.914,408.757,408.812,15.0
408.757,408.914,408.757,408.912,3.0
408.624,408.914,408.622,408.912,550.0
408.767,408.864,408.762,408.762,127.0
408.602,408.914,408.602,408.772,43.0
408.862,408.914,408.757,408.872,207.0
408.912,408.914,408.757,408.912,259.0
408.757,408.914,408.602,408.912,180.0
408.757,408.914,408.642,408.912,22.0
408.612,408.854,408.612,408.852,4.0
408.757,408.764,408.602,408.757,132.0
408.912,408.914,408.602,408.757,518.0
408.782,408.784,408.602,408.603,7.0
408.652,408.854,408.652,408.852,14.0
408.932,409.013,408.473,408.747,332.0
408.852,409.013,408.617,408.742,27.0
408.742,408.744,408.742,408.742,1.0
408.742,408.744,408.473,408.742,8.0
409.012,409.013,408.463,408.737,10.0
408.732,408.739,408.732,408.737,46.0
408.657,409.013,408.473,408.737,485.0
408.493,408.734,408.493,408.732,1662.0
408.483,408.604,408.403,408.503,173.0
408.483,408.564,408.413,408.563,74.0
408.562,408.564,408.414,408.483,70.0
408.493,408.564,408.443,408.483,75.0
408.488,408.564,408.413,408.563,283.0
408.488,408.564,408.483,408.488,38.0
408.522,408.554,408.413,408.488,21.0
408.552,408.554,408.423,408.553,30.0
408.483,408.554,408.473,408.553,58.0
408.413,408.484,408.413,408.483,9.0
408.562,408.564,408.413,408.483,67.0
408.513,408.564,408.453,408.453,1061.0
408.561,408.564,408.513,408.523,17.0
408.552,408.564,408.552,408.553,14.0
408.552,408.564,408.522,408.563,28.0
408.532,408.604,408.463,408.553,16.0
408.732,411.594,408.532,408.563,25581.0
408.732,411.594,408.732,411.592,23546.0
408.712,408.814,408.702,408.702,125.0
408.712,408.814,408.612,408.613,237.0
408.812,408.814,408.612,408.812,119.0
408.852,408.854,408.618,408.822,101.0
408.732,408.854,408.732,408.732,51.0
408.812,408.854,408.602,408.842,472.0
408.952,408.954,408.662,408.807,72.0
408.782,408.954,408.762,408.952,1318.0
408.842,408.964,408.662,408.962,151.0
408.842,408.844,408.662,408.842,41.0
409.012,409.013,408.837,408.837,24.0
408.912,408.914,408.662,408.782,39.0
409.012,409.013,408.782,409.012,25.0
409.012,409.023,408.662,408.912,119.0
409.022,409.163,408.872,408.872,31.0
408.992,409.023,408.952,408.952,704.0
409.018,409.023,408.962,408.992,118.0
409.161,409.163,408.962,408.992,38.0
409.161,409.163,408.972,409.062,59.0
408.992,409.113,408.962,409.062,414.0
408.912,409.163,408.912,409.062,111.0
409.161,409.163,408.662,408.912,59.0
408.867,409.213,408.662,408.912,10.0
408.612,409.206,408.612,408.917,572.0
408.912,409.213,408.912,408.912,14.0
408.907,409.193,408.612,409.192,114.0
409.121,409.213,408.627,409.152,736.0
409.131,409.213,408.872,408.872,26.0
408.942,409.196,408.872,409.122,79.0
409.121,409.123,408.602,408.942,690761.0
408.872,409.213,408.872,409.162,32.0
409.211,409.213,408.872,408.882,11.0
408.872,409.213,408.532,409.212,580.0
409.241,409.243,408.862,408.862,42.0
408.852,409.243,408.662,409.241,3720.0
408.612,408.764,408.532,408.692,1211.0
408.572,408.614,408.572,408.611,96.0
408.597,408.604,408.587,408.593,12.0
408.602,408.664,408.592,408.598,36.0
408.597,408.664,408.562,408.593,427.0
408.597,408.661,408.582,408.598,23.0
408.532,408.599,408.532,408.598,20.0
408.597,408.599,408.532,408.598,36.0
408.522,408.664,408.522,408.598,33.0
408.662,408.664,408.522,408.523,1309.0
408.493,408.604,408.443,408.603,440.0
408.522,408.664,408.383,408.493,30.0
408.522,408.664,408.383,408.383,69.0
408.612,408.754,408.522,408.593,10.0
408.752,408.754,408.383,408.573,90.0
408.562,408.754,408.473,408.712,999.0
408.443,408.644,408.383,408.643,2268.0
408.443,408.504,408.383,408.443,46.0
408.443,408.504,408.383,408.443,427.0
408.503,408.514,408.386,408.386,610.0
408.423,408.514,408.373,408.513,1554.0
408.418,408.474,408.363,408.463,25.0
408.418,408.474,408.363,408.473,47.0
408.383,408.42,408.363,408.363,215.0
408.383,408.395,408.373,408.373,40.0
408.363,408.464,408.343,408.463,144.0
408.473,408.474,408.363,408.393,24.0
408.473,408.474,408.263,408.263,30.0
408.473,408.474,408.368,408.403,37.0
408.325,408.474,408.323,408.473,194.0
414.184,431.358,408.263,408.333,1902.0
408.511,408.514,382.22,408.513,303.0
408.448,408.604,408.443,408.463,1221505.0
408.433,426.842,408.393,408.463,487.0
408.323,408.584,408.323,408.523,95.0
408.263,408.614,408.263,408.603,147.0
384.583,408.385,384.583,408.323,159.0
408.383,408.385,408.308,408.308,9.0
408.308,408.385,408.233,408.313,56.0
408.383,408.395,408.283,408.283,212.0
408.223,408.425,408.153,408.393,463.0
408.263,408.265,408.153,408.153,421.0
408.263,408.285,408.16,408.223,818.0
408.198,408.604,408.113,408.263,2557.0
408.353,408.355,408.113,408.198,3727.0
408.373,408.395,408.313,408.343,81.0
408.363,408.395,408.323,408.358,245.0
408.358,408.395,408.323,408.393,108.0
408.393,408.395,408.358,408.393,1013.0
408.323,408.464,408.323,408.393,223.0
408.388,408.464,408.323,408.324,958.0
408.473,408.494,408.303,408.388,1405.0
408.522,408.524,408.493,408.493,45.0
408.522,408.524,408.463,408.463,538.0
408.542,408.544,408.493,408.493,1137.0
408.508,408.554,408.463,408.553,307.0
408.603,408.634,408.473,408.523,698.0
408.632,408.664,408.602,408.633,24.0
408.632,408.664,408.592,408.633,581.0
408.612,408.734,408.612,408.673,550.0
408.662,408.734,408.612,408.633,1006.0
408.732,408.734,408.612,408.614,210.0
408.612,408.734,408.612,408.732,204.0
408.662,408.734,408.612,408.663,196.0
408.732,408.734,408.662,408.673,144.0
408.662,408.734,408.612,408.643,1149.0
408.667,408.704,408.602,408.638,29221.0
408.712,408.714,408.602,408.668,183665.0
408.712,408.734,408.672,408.732,32.0
408.662,408.714,408.652,408.692,569.0
408.772,408.864,408.717,408.717,405.0
408.942,408.944,408.602,408.862,212.0
409.72,409.722,408.742,408.842,100743.0
408.712,408.944,408.687,408.817,1828.0
408.712,408.754,408.687,408.687,52.0
408.682,408.764,408.682,408.702,413.0
408.832,410.227,408.722,408.762,73719.0
408.797,408.854,408.762,408.832,38.0
408.772,408.854,408.682,408.797,62.0
408.712,408.954,408.602,408.603,16523.0
408.602,408.684,408.602,408.683,79226.0
408.662,408.684,408.612,408.683,625.0
408.602,408.804,408.598,408.643,3872.0
408.602,410.858,408.582,408.613,31128.0
408.612,408.814,408.602,408.603,151541.0
408.722,408.864,408.592,408.722,223604.0
408.433,409.063,408.433,408.732,6870891.0
408.682,408.764,408.353,408.433,428628.0
408.932,408.974,408.672,408.687,241630.0
409.186,409.203,408.882,408.922,165726.0
409.067,409.223,408.872,409.172,95823.0
409.141,409.223,408.762,409.052,145810.0
409.311,409.493,409.062,409.142,168440.0
409.511,409.732,409.211,409.361,129015.0
409.121,409.582,409.121,409.511,74628.0
409.131,409.183,409.042,409.122,117447.0
408.932,409.483,408.932,409.132,168998.0
409.012,409.013,408.896,408.912,88733.0
409.191,409.213,409.007,409.012,44460.0
409.071,409.203,409.002,409.182,51657.0
409.11,409.143,409.032,409.092,38734.0
408.862,409.118,408.844,409.102,40908.0
408.772,408.999,408.752,408.852,42875.0
408.822,408.879,408.712,408.792,38962.0
408.912,408.924,408.772,408.822,57701.0
409.037,409.041,408.862,408.902,51785.0
409.032,409.083,408.942,409.037,27431.0
409.022,409.093,408.954,409.012,36993.0
409.062,409.063,408.937,408.972,51519.0
409.111,409.133,408.932,409.062,52387.0
409.062,409.186,408.982,409.15,61805.0
409.131,409.133,409.032,409.062,53443.0
409.171,409.173,409.047,409.127,20368.0
409.071,409.183,409.002,409.182,32323.0
409.171,409.183,409.062,409.078,20448.0
409.161,409.193,409.091,409.154,23786.0
409.251,409.253,409.131,409.182,27984.0
409.226,409.263,409.171,409.197,24850.0
409.271,409.273,409.113,409.222,28573.0
409.251,409.283,409.201,409.251,19663.0
409.221,409.283,409.191,409.243,28760.0
409.231,409.273,409.171,409.232,20878.0
409.201,409.323,409.191,409.222,36561.0
409.281,409.293,409.221,409.222,43260.0
409.401,409.413,409.221,409.251,27444.0
409.321,409.453,409.301,409.386,48872.0
409.421,409.443,409.291,409.371,24456.0
409.191,409.422,409.191,409.405,25354.0
409.261,409.303,409.062,409.177,44212.0
409.431,409.503,409.191,409.232,53569.0
409.441,409.503,409.381,409.391,17653.0
409.571,409.572,409.411,409.486,24672.0
409.521,409.622,409.501,409.601,22713.0
409.571,409.632,409.481,409.551,12024.0
409.511,409.632,409.451,409.591,32283.0
409.675,409.702,409.461,409.461,30384.0
409.675,409.742,409.561,409.661,35574.0
409.591,409.732,409.566,409.68,33574.0
409.601,409.612,409.561,409.571,23884.0
409.7,409.752,409.551,409.614,28631.0
409.7,409.752,409.66,409.731,15551.0
409.68,409.712,409.601,409.701,17732.0
409.73,409.743,409.621,409.711,35576.0
409.66,409.762,409.63,409.721,20471.0
409.71,409.712,409.571,409.641,24371.0
409.8,409.857,409.661,409.711,46420.0
409.75,409.902,409.74,409.8,22322.0
409.75,409.792,409.7,409.701,10472.0
409.68,409.792,409.68,409.759,15142.0
409.705,409.802,409.68,409.706,12133.0
409.735,409.801,409.7,409.751,19770.0
409.75,409.793,409.679,409.691,15687.0
409.581,409.732,409.551,409.731,13254.0
409.76,409.763,409.521,409.561,22591.0
409.685,409.822,409.67,409.781,9883.0
409.75,409.882,409.68,409.686,22373.0
409.71,409.78,409.65,409.651,17692.0
409.685,409.781,409.685,409.741,8101.0
409.645,409.782,409.63,409.711,14704.0
409.755,409.772,409.591,409.591,21185.0
409.89,409.916,409.74,409.741,19810.0
409.985,410.002,409.77,409.85,35963.0
409.86,409.992,409.84,409.95,24841.0
409.76,409.862,409.75,409.86,22119.0
409.86,409.912,409.75,409.755,28439.0
409.853,409.922,409.783,409.81,19479.0
409.83,409.912,409.72,409.8,40542.0
409.78,409.939,409.78,409.835,25875.0
409.89,409.952,409.77,409.81,30623.0
409.75,410.046,409.74,409.9,24499.0
409.82,409.842,409.72,409.761,29333.0
409.865,409.892,409.81,409.85,13980.0
409.85,409.952,409.81,409.92,32438.0
409.855,409.972,409.78,409.82,45827.0
410.065,410.092,409.83,409.835,20374.0
410.194,410.231,410.0,410.03,22169.0
410.12,410.231,409.97,410.19,24407.0
410.17,410.191,410.085,410.16,13743.0
410.229,410.325,410.16,410.19,16971.0
410.262,410.341,410.16,410.26,16836.0
410.219,410.271,410.06,410.27,15014.0
410.289,410.391,410.204,410.205,17890.0
410.269,410.361,410.17,410.3,12021.0
410.352,410.391,410.229,410.24,36835.0
410.369,410.396,410.229,410.369,36128.0
410.399,410.471,410.344,410.379,17151.0
410.369,410.496,410.329,410.395,33282.0
410.604,410.611,410.389,410.399,25469.0
410.709,410.71,410.529,410.619,11176.0
410.729,410.81,410.569,410.669,18116.0
410.788,410.9,410.748,410.759,16478.0
410.738,410.83,410.709,410.769,12175.0
410.808,410.89,410.758,410.759,15541.0
410.828,410.87,410.777,410.819,10952.0
411.003,411.02,410.788,410.829,13044.0
410.679,411.06,410.669,411.008,20425.0
410.719,410.75,410.619,410.669,12203.0
410.439,410.75,410.439,410.734,14053.0
410.599,410.601,410.409,410.539,13031.0
410.629,410.651,410.549,410.589,6731.0
410.719,410.72,410.549,410.609,12465.0
410.616,410.73,410.569,410.689,14464.0
410.549,410.69,410.489,410.6,14645.0
410.47,410.631,410.47,410.549,17251.0
410.579,410.581,410.439,410.504,13351.0
410.369,410.541,410.369,410.499,13913.0
410.259,410.411,410.259,410.404,27682.0
410.379,410.401,410.11,410.3,45163.0
410.359,410.581,410.349,410.37,15481.0
410.409,410.451,410.339,410.34,10705.0
410.343,410.471,410.339,410.409,11599.0
410.509,410.551,410.27,410.359,29621.0
410.649,410.666,410.51,410.51,22350.0
410.52,410.68,410.459,410.679,12471.0
410.599,410.74,410.494,410.559,10959.0
410.958,410.98,410.579,410.619,46374.0
410.589,411.03,410.459,410.983,54202.0
411.078,411.16,410.589,410.619,52350.0
411.198,411.259,411.058,411.098,17775.0
411.284,411.354,411.148,411.178,11816.0
411.417,411.439,411.337,411.378,10032.0
411.367,411.419,411.327,411.388,8607.0
411.417,411.427,411.357,411.383,10480.0
411.337,411.459,411.228,411.438,23957.0
411.357,411.439,411.342,411.358,11250.0
411.407,411.419,411.367,411.408,8520.0
411.417,411.429,411.307,411.363,15076.0
411.492,411.494,411.342,411.388,9282.0
411.497,411.529,411.457,411.467,14933.0
411.457,411.559,411.407,411.557,18893.0
411.467,411.469,411.392,411.428,12761.0
411.497,411.579,411.457,411.517,25023.0
411.607,411.639,411.467,411.477,26046.0
411.609,411.659,411.587,411.627,22364.0
411.607,411.689,411.577,411.637,21943.0
411.582,411.689,411.567,411.637,24990.0
411.497,411.612,411.447,411.577,11812.0
411.462,411.549,411.457,411.522,14850.0
411.467,411.499,411.452,411.457,12407.0
411.407,411.489,411.328,411.457,14426.0
411.442,411.454,411.372,411.398,10852.0
411.557,411.569,411.427,411.448,18538.0
411.479,411.559,411.447,411.532,6682.0
411.527,411.629,411.447,411.472,15662.0
411.407,411.539,411.407,411.527,26068.0
411.478,411.539,411.424,411.456,34339.0
411.427,411.559,411.397,411.474,16736.0
411.218,411.449,411.163,411.438,13842.0
411.178,411.22,411.128,411.218,6898.0
411.273,411.274,411.168,411.188,10003.0
411.287,411.369,411.248,411.248,12606.0
411.307,411.429,411.292,411.368,9885.0
411.367,411.409,411.315,411.338,9113.0
411.392,411.479,411.387,411.388,9545.0
411.297,411.404,411.258,411.393,7444.0
411.258,411.309,411.218,411.273,9951.0
411.317,411.379,411.238,411.238,13901.0
411.198,411.359,411.188,411.268,15650.0
411.229,411.231,411.158,411.208,10166.0
411.178,411.234,411.128,411.228,8316.0
411.133,411.17,411.058,411.128,14833.0
411.198,411.239,411.048,411.108,17274.0
411.307,411.338,411.183,411.183,15522.0
411.128,411.299,411.118,411.278,7401.0
411.188,411.339,411.108,411.128,18130.0
411.332,411.399,411.188,411.188,21352.0
411.141,411.329,411.123,411.328,20106.0
411.038,411.149,411.018,411.1,24342.0
410.998,411.06,410.978,411.038,9706.0
411.088,411.09,410.973,410.978,11138.0
411.098,411.12,411.058,411.088,13165.0
411.088,411.11,410.948,411.073,13640.0
411.003,411.1,410.983,411.088,9645.0
410.968,411.114,410.968,411.028,12845.0
410.924,410.96,410.843,410.958,17682.0
410.918,410.95,410.681,410.948,43841.0
411.218,411.264,410.938,410.953,19879.0
411.053,411.249,411.008,411.238,13563.0
411.008,411.098,410.988,411.068,11239.0
410.968,411.07,410.968,411.039,11149.0
411.108,411.17,410.988,410.988,12829.0
411.218,411.22,411.099,411.123,7369.0
411.352,411.379,411.018,411.178,19468.0
411.168,411.372,411.138,411.358,20412.0
411.168,411.279,411.118,411.128,22348.0
411.238,411.279,411.168,411.208,14816.0
411.193,411.319,411.193,411.268,19965.0
411.158,411.229,411.128,411.158,9735.0
411.327,411.334,411.128,411.148,18133.0
411.003,411.349,411.003,411.328,15151.0
411.053,411.14,410.998,411.018,20970.0
411.028,411.08,410.938,411.048,28659.0
411.238,411.239,411.028,411.058,24086.0
411.342,411.359,411.088,411.233,48722.0
411.382,411.389,411.287,411.368,24323.0
411.597,411.609,411.317,411.398,20565.0
411.641,411.679,411.597,411.626,6958.0
411.657,411.684,411.597,411.607,15285.0
411.677,411.709,411.597,411.607,11722.0
411.64,411.759,411.617,411.687,11058.0
411.657,411.688,411.617,411.647,13696.0
411.707,411.779,411.667,411.677,28956.0
411.597,411.689,411.557,411.667,12741.0
411.477,411.659,411.417,411.577,22199.0
411.537,411.639,411.497,411.497,15886.0
411.782,411.783,411.537,411.537,21345.0
411.757,411.798,411.727,411.767,12847.0
411.837,411.868,411.737,411.757,14048.0
411.777,411.848,411.762,411.837,9738.0
411.632,411.808,411.607,411.807,16457.0
411.587,411.659,411.517,411.607,11257.0
411.587,411.629,411.557,411.557,9933.0
411.607,411.689,411.507,411.537,17630.0
411.702,411.709,411.587,411.617,15119.0
411.837,411.838,411.682,411.682,20798.0
411.866,411.913,411.837,411.887,17870.0
411.846,411.918,411.787,411.837,13230.0
411.881,411.983,411.757,411.827,16074.0
411.906,411.908,411.767,411.877,12642.0
412.076,412.078,411.906,411.947,9025.0
412.076,412.108,411.966,412.063,9169.0
412.011,412.099,411.956,412.066,19420.0
411.817,412.019,411.817,412.017,7471.0
411.936,411.938,411.787,411.817,19779.0
412.071,412.073,411.876,411.917,25258.0
412.156,412.158,412.026,412.036,15609.0
412.076,412.178,412.076,412.164,10524.0
412.016,412.138,411.996,412.066,11528.0
412.006,412.038,411.966,411.982,9579.0
412.116,412.158,411.906,411.977,19577.0
412.185,412.237,412.136,412.146,9445.0
412.336,412.337,412.126,412.176,14846.0
412.346,412.417,412.336,412.366,13042.0
412.246,412.357,412.246,412.333,13464.0
412.236,412.24,412.184,412.238,10761.0
412.086,412.308,412.086,412.186,38962.0
412.014,412.138,412.014,412.106,14761.0
411.936,412.017,411.856,412.015,11053.0
