1. open,2. high,3. low,4. close,5. volume
423.66,423.68,423.53,423.54,26426.0
423.671,423.739,423.6,423.66,31058.0
423.65,423.73,423.65,423.67,23583.0
423.58,423.725,423.56,423.68,28371.0
423.71,423.74,423.49,423.6,51538.0
423.69,423.72,423.62,423.71,28134.0
423.779,423.81,423.68,423.69,26969.0
423.66,423.8,423.65,423.78,28860.0
423.715,423.8,423.68,423.69,38712.0
423.71,423.72,423.63,423.72,21076.0
423.74,423.75,423.67,423.71,16983.0
423.62,423.73,423.58,423.7,28508.0
423.53,423.67,423.487,423.614,21064.0
423.49,423.54,423.32,423.53,28276.0
423.51,423.54,423.425,423.48,18876.0
423.6,423.64,423.47,423.505,25599.0
423.6,423.62,423.54,423.57,25327.0
423.705,423.72,423.57,423.62,25781.0
423.62,423.722,423.56,423.708,34960.0
423.5,423.64,423.5,423.61,35032.0
423.34,423.5,423.34,423.5,22748.0
423.28,423.39,423.28,423.33,15106.0
423.41,423.411,423.22,423.26,22486.0
423.3,423.42,423.3,423.39,22362.0
423.22,423.32,423.22,423.29,19887.0
423.22,423.23,423.14,423.18,23218.0
423.292,423.3,423.19,423.2,14454.0
423.19,423.292,423.12,423.29,23048.0
423.22,423.22,423.11,423.18,17224.0
423.25,423.29,423.19,423.25,25928.0
423.235,423.276,423.16,423.245,17824.0
423.14,423.29,423.13,423.236,21112.0
423.27,423.28,423.07,423.125,534488.0
423.31,423.312,423.25,423.28,24250.0
423.37,423.38,423.31,423.32,14680.0
423.41,423.41,423.29,423.368,14126.0
423.4,423.48,423.4,423.4,13921.0
423.34,423.44,423.28,423.41,21524.0
423.28,423.4,423.26,423.34,18587.0
423.22,423.33,423.2,423.32,20367.0
423.3,423.34,423.22,423.23,24409.0
423.293,423.32,423.23,423.29,20686.0
423.29,423.34,423.23,423.29,14623.0
423.22,423.33,423.161,423.29,26026.0
423.31,423.335,423.22,423.22,14165.0
423.325,423.35,423.23,423.29,17438.0
423.365,423.365,423.271,423.33,20397.0
423.44,423.44,423.32,423.36,8992.0
423.43,423.48,423.41,423.47,12336.0
423.405,423.56,423.39,423.452,17420.0
423.29,423.395,423.27,423.395,22353.0
423.4,423.44,423.29,423.3,275329.0
423.24,423.41,423.221,423.41,18037.0
423.117,423.3,423.06,423.24,28479.0
423.21,423.37,423.12,423.19,29395.0
423.31,423.31,423.16,423.2,20462.0
423.44,423.44,423.32,423.34,14228.0
423.56,423.56,423.44,423.46,24189.0
423.58,423.59,423.51,423.56,14465.0
423.5,423.6,423.47,423.54,10374.0
423.45,423.5,423.41,423.49,15414.0
423.545,423.62,423.46,423.46,16618.0
423.65,423.65,423.485,423.557,17867.0
423.47,423.67,423.46,423.67,29487.0
423.29,423.5,423.25,423.47,18534.0
423.31,423.338,423.27,423.292,8993.0
423.406,423.43,423.32,423.32,12041.0
423.35,423.39,423.3,423.35,11924.0
423.42,423.44,423.3,423.372,25486.0
423.38,423.44,423.367,423.395,23472.0
423.25,423.38,423.2,423.37,19544.0
423.42,423.42,423.16,423.283,46835.0
423.44,423.46,423.32,423.447,45791.0
423.523,423.53,423.39,423.465,33900.0
423.37,423.53,423.34,423.53,25866.0
423.24,423.38,423.22,423.35,13930.0
423.22,423.28,423.19,423.24,15491.0
423.27,423.3,423.12,423.2,21184.0
423.26,423.35,423.24,423.3,23141.0
423.29,423.31,423.23,423.28,17700.0
423.17,423.31,423.17,423.3,27411.0
423.17,423.18,423.09,423.18,19845.0
423.12,423.16,423.06,423.145,16497.0
423.11,423.14,423.08,423.11,17225.0
422.925,423.103,422.925,423.104,21713.0
422.99,423.01,422.87,422.92,25903.0
422.878,423.07,422.878,423.0,13459.0
423.01,423.04,422.873,422.88,12706.0
422.97,423.0,422.85,422.96,18595.0
422.89,423.07,422.89,422.955,53652.0
422.91,422.92,422.831,422.919,13995.0
422.83,422.94,422.83,422.915,16953.0
422.77,422.85,422.74,422.802,36577.0
422.865,422.93,422.773,422.773,18842.0
422.815,422.94,422.8,422.87,19564.0
422.73,422.89,422.7,422.782,22687.0
422.63,422.78,422.62,422.73,25952.0
422.595,422.65,422.55,422.62,17167.0
422.48,422.612,422.44,422.6,11969.0
422.33,422.505,422.26,422.505,19750.0
422.416,422.47,422.29,422.335,18366.0
422.58,422.585,422.44,422.44,12375.0
422.57,422.63,422.56,422.58,11044.0
422.56,422.63,422.5,422.55,16453.0
422.56,422.64,422.52,422.588,24134.0
422.38,422.58,422.38,422.56,20032.0
422.37,422.39,422.3,422.39,9202.0
422.417,422.431,422.33,422.36,14232.0
422.46,422.54,422.42,422.44,15693.0
422.541,422.541,422.35,422.48,18840.0
422.51,422.58,422.49,422.54,17013.0
422.48,422.58,422.42,422.525,19796.0
422.445,422.49,422.41,422.46,13745.0
422.34,422.46,422.3,422.46,19049.0
422.36,422.37,422.24,422.34,24097.0
422.38,422.39,422.294,422.35,13115.0
422.32,422.39,422.28,422.38,17138.0
422.46,422.46,422.25,422.3,20071.0
422.59,422.59,422.415,422.45,14825.0
422.575,422.58,422.49,422.57,16692.0
422.49,422.61,422.44,422.58,22901.0
422.28,422.59,422.28,422.485,23251.0
422.39,422.39,422.27,422.27,16638.0
422.51,422.52,422.33,422.36,19270.0
422.52,422.52,422.42,422.495,16113.0
422.36,422.52,422.31,422.49,34171.0
422.36,422.4,422.3,422.39,16969.0
422.4,422.4,422.26,422.34,20239.0
422.29,422.42,422.28,422.39,21276.0
422.19,422.362,422.17,422.31,24599.0
422.2,422.26,422.14,422.23,33044.0
422.34,422.38,422.13,422.2,27306.0
422.31,422.34,422.23,422.33,22466.0
422.2,422.37,422.2,422.28,21610.0
422.225,422.25,422.18,422.219,13855.0
422.1,422.25,422.1,422.224,26805.0
422.04,422.15,422.04,422.13,15494.0
422.13,422.15,422.03,422.05,15972.0
422.05,422.15,422.01,422.14,21565.0
422.055,422.11,422.048,422.048,9691.0
422.04,422.14,422.02,422.06,14026.0
421.91,422.08,421.91,422.08,30130.0
422.003,422.06,421.924,421.97,23490.0
422.1,422.115,421.95,421.98,14120.0
422.13,422.15,422.07,422.07,26387.0
422.086,422.13,422.06,422.12,20333.0
422.0,422.1,421.97,422.1,36173.0
421.89,421.99,421.86,421.99,11649.0
421.87,421.91,421.824,421.86,14140.0
421.73,421.85,421.705,421.84,15628.0
421.7,421.79,421.68,421.72,21125.0
421.61,421.68,421.57,421.679,16085.0
421.565,421.63,421.54,421.63,12916.0
421.503,421.63,421.43,421.548,13030.0
421.5,421.51,421.43,421.49,10740.0
421.49,421.6,421.47,421.48,20551.0
421.47,421.54,421.44,421.465,24750.0
421.42,421.43,421.37,421.43,13828.0
421.23,421.45,421.22,421.45,14946.0
421.29,421.31,421.225,421.225,17135.0
421.39,421.41,421.3,421.3,16209.0
421.39,421.39,421.3,421.39,19414.0
421.38,421.44,421.35,421.39,19635.0
421.28,421.38,421.21,421.35,15001.0
421.27,421.34,421.27,421.31,15175.0
421.15,421.3,421.14,421.236,16421.0
421.195,421.196,421.1,421.135,25042.0
421.24,421.25,421.185,421.195,7653.0
421.31,421.31,421.17,421.235,23192.0
421.29,421.36,421.26,421.32,11997.0
421.34,421.34,421.19,421.25,23452.0
421.4,421.44,421.34,421.353,13294.0
421.51,421.51,421.41,421.41,8792.0
421.42,421.58,421.4,421.5,11962.0
421.449,421.5,421.42,421.426,7098.0
421.44,421.49,421.39,421.45,10738.0
421.41,421.52,421.32,421.44,18076.0
421.424,421.45,421.34,421.39,10133.0
421.42,421.52,421.39,421.43,23465.0
421.4,421.43,421.35,421.43,16099.0
421.35,421.45,421.295,421.385,16709.0
421.1,421.31,421.09,421.31,25222.0
421.02,421.14,421.0,421.1,12171.0
421.02,421.07,421.01,421.03,8626.0
421.1,421.116,421.03,421.03,8941.0
420.92,421.11,420.92,421.1,27413.0
420.815,420.9,420.69,420.89,19247.0
421.005,421.005,420.8,420.85,15709.0
421.04,421.08,421.0,421.02,18893.0
420.93,421.13,420.93,421.05,30620.0
420.97,420.98,420.865,420.97,15838.0
421.015,421.03,420.89,420.949,26436.0
420.91,421.07,420.83,421.01,21584.0
421.03,421.07,420.89,420.92,36364.0
421.13,421.16,421.01,421.046,18022.0
421.04,421.15,421.02,421.14,29179.0
421.0,421.09,420.99,421.03,19425.0
421.0,421.04,420.87,420.99,33162.0
421.02,421.138,420.91,421.024,35714.0
420.975,421.09,420.94,421.02,15416.0
420.82,421.0,420.74,420.985,76071.0
420.99,421.002,420.82,420.838,36969.0
421.12,421.2,420.92,420.975,37486.0
421.25,421.31,421.122,421.14,42778.0
421.44,421.485,421.21,421.22,47545.0
421.435,421.52,421.38,421.411,23900.0
421.6,421.62,421.427,421.43,15789.0
421.42,421.65,421.42,421.6,24183.0
421.66,421.68,421.364,421.4,33543.0
421.67,421.83,421.61,421.678,38546.0
421.54,421.75,421.54,421.67,80377.0
421.5,421.58,421.42,421.505,50839.0
421.702,421.74,421.485,421.49,41464.0
421.765,421.86,421.71,421.71,30979.0
421.805,421.882,421.76,421.76,24071.0
421.78,421.9,421.73,421.79,28631.0
421.98,422.098,421.76,421.79,71512.0
421.77,421.99,421.77,421.97,47632.0
421.62,421.85,421.62,421.75,32109.0
421.485,421.74,421.48,421.65,49396.0
421.62,421.63,421.382,421.49,37295.0
421.55,421.63,421.54,421.581,24844.0
421.415,421.6,421.415,421.55,91821.0
421.325,421.49,421.31,421.4,40224.0
421.28,421.39,421.18,421.325,20684.0
421.255,421.42,421.24,421.3,26415.0
421.175,421.26,421.17,421.24,32463.0
421.226,421.296,421.06,421.21,25133.0
420.95,421.24,420.95,421.23,21921.0
420.71,420.96,420.71,420.9,40551.0
420.92,420.94,420.73,420.73,17555.0
420.971,421.02,420.84,420.95,27057.0
421.092,421.092,420.96,420.99,14511.0
421.05,421.12,420.95,421.1,23734.0
421.365,421.365,420.98,421.05,28725.0
421.25,421.41,421.235,421.36,20720.0
421.385,421.53,421.23,421.255,45640.0
421.42,421.46,421.37,421.385,30715.0
421.28,421.43,421.24,421.39,33874.0
421.01,421.28,420.99,421.255,34825.0
420.88,421.04,420.86,421.015,30324.0
420.915,420.94,420.81,420.88,14419.0
420.9,420.965,420.85,420.91,27057.0
421.14,421.14,420.85,420.92,30723.0
421.1,421.17,421.07,421.14,22255.0
421.215,421.27,421.04,421.04,33317.0
421.28,421.32,421.18,421.205,26085.0
421.14,421.313,421.02,421.302,27149.0
421.14,421.24,421.14,421.18,32907.0
421.04,421.24,421.004,421.14,28244.0
420.85,421.066,420.79,421.05,34862.0
420.825,420.825,420.61,420.81,18803.0
420.97,420.97,420.69,420.825,44061.0
420.94,421.0,420.87,420.99,22020.0
420.94,421.05,420.85,420.94,31376.0
420.97,421.03,420.85,420.95,20962.0
420.78,420.97,420.69,420.939,26325.0
420.88,420.92,420.77,420.78,25047.0
420.98,421.01,420.86,420.885,19519.0
421.17,421.18,420.9,420.95,29538.0
420.92,421.2,420.891,421.11,580267.0
420.638,420.95,420.638,420.879,40324.0
420.661,420.71,420.58,420.646,22382.0
420.5,420.7,420.5,420.677,42498.0
420.5,420.592,420.45,420.495,28663.0
420.515,420.55,420.37,420.5,17023.0
420.555,420.6,420.44,420.535,32799.0
420.47,420.6,420.45,420.52,49575.0
420.17,420.48,420.17,420.45,51816.0
419.85,420.159,419.85,420.14,25708.0
419.88,419.88,419.74,419.86,17938.0
419.89,419.93,419.827,419.87,17431.0
419.91,419.99,419.855,419.92,21853.0
419.775,419.92,419.74,419.86,17123.0
419.88,419.93,419.64,419.77,40480.0
420.04,420.09,419.78,419.9,40960.0
419.9,420.08,419.9,420.047,33812.0
419.84,419.92,419.81,419.9,20331.0
419.97,419.97,419.75,419.82,31683.0
420.058,420.09,419.89,419.98,24216.0
420.17,420.18,419.99,420.035,32909.0
419.97,420.2,419.915,420.13,39857.0
419.91,420.05,419.85,419.95,28575.0
420.0,420.07,419.863,419.9,34640.0
420.1,420.115,420.0,420.03,23452.0
420.135,420.3,420.06,420.148,47052.0
419.975,420.12,419.9,420.12,38106.0
419.99,420.015,419.75,419.96,45880.0
419.93,420.08,419.85,420.014,70246.0
419.925,419.97,419.82,419.92,20502.0
419.97,420.04,419.91,419.95,28339.0
419.932,419.98,419.8,419.98,37266.0
419.858,420.17,419.81,419.92,74338.0
419.645,419.85,419.59,419.85,58067.0
419.62,419.66,419.51,419.66,37166.0
419.46,419.603,419.445,419.56,36519.0
419.11,419.41,419.04,419.41,27989.0
419.26,419.3,418.98,419.05,25467.0
419.45,419.45,419.16,419.26,16920.0
419.25,419.51,419.24,419.39,39162.0
418.84,419.26,418.77,419.25,23802.0
418.89,418.95,418.69,418.85,46390.0
419.025,419.025,418.75,418.85,29175.0
419.28,419.29,418.98,419.05,33755.0
419.23,419.4,419.205,419.28,30735.0
419.24,419.43,419.17,419.25,28628.0
419.23,419.37,419.15,419.33,16554.0
419.3,419.35,419.15,419.21,44919.0
419.19,419.41,419.15,419.27,25179.0
419.22,419.37,419.1,419.17,21930.0
419.22,419.43,419.13,419.25,36945.0
418.977,419.27,418.94,419.2,41793.0
418.76,419.17,418.76,418.98,62930.0
418.745,418.86,418.71,418.775,35289.0
418.49,418.79,418.49,418.72,21145.0
418.71,418.71,418.3,418.49,39414.0
418.8,418.93,418.66,418.7,100195.0
418.8,419.0,418.78,418.83,35685.0
418.81,418.95,418.81,418.82,15356.0
418.968,419.0,418.76,418.82,20753.0
418.64,419.03,418.6,418.97,51371.0
418.64,418.72,418.55,418.645,23332.0
418.58,418.87,418.5,418.615,29857.0
418.8,418.87,418.59,418.612,31809.0
418.65,418.91,418.65,418.865,43923.0
418.607,418.72,418.53,418.61,36181.0
418.7,418.75,418.49,418.62,25797.0
418.605,418.78,418.42,418.7,48368.0
418.21,418.6,418.2,418.56,72179.0
417.925,418.41,417.89,418.27,87892.0
418.21,418.22,417.925,417.945,25944.0
418.19,418.35,418.04,418.19,42278.0
417.86,418.24,417.66,418.164,33896.0
417.83,417.959,417.65,417.89,41993.0
417.5,417.96,417.5,417.828,36619.0
417.52,417.74,417.333,417.57,33846.0
417.57,417.733,417.38,417.52,48900.0
417.385,417.68,417.27,417.54,51731.0
417.82,417.83,417.38,417.464,58077.0
418.22,418.285,417.71,417.87,83953.0
418.37,418.575,418.167,418.2,55426.0
418.48,418.59,418.28,418.36,37153.0
419.05,419.16,418.45,418.505,59486.0
418.93,419.1,418.53,418.97,65107.0
419.02,419.11,418.71,418.94,56007.0
419.4,419.4,418.95,419.05,70879.0
419.84,419.929,419.37,419.38,55124.0
420.198,420.23,419.781,419.87,97174.0
420.133,420.45,419.97,420.18,92699.0
419.7,420.26,419.65,420.135,217649.0
419.89,419.9,419.53,419.74,70782.0
419.8,419.99,419.5,419.888,103444.0
419.779,419.9,419.57,419.84,81113.0
419.29,419.87,419.27,419.788,100210.0
418.88,419.4,418.66,419.325,60111.0
419.0,419.2,418.624,418.85,75242.0
418.235,419.26,418.163,419.03,124427.0
417.835,418.49,417.75,418.104,61865.0
417.9,418.49,417.59,417.92,398807.0
417.9,418.06,417.6,417.89,1408.0
417.94,418.07,417.57,418.07,1968.0
417.21,418.22,417.18,417.54,9874.0
417.25,417.35,417.08,417.08,612.0
417.0,417.7,416.9,417.2,1800.0
417.11,417.11,417.0,417.09,315.0
417.04,417.14,416.9,417.0,320.0
416.99,417.222,416.85,417.05,343.0
416.89,417.06,416.8,417.01,3773.0
417.12,417.18,416.845,416.845,572.0
417.01,417.308,417.0,417.11,718.0
417.17,417.18,416.91,417.0,637.0
416.96,417.185,416.87,417.04,678.0
417.3,417.31,416.87,416.92,2893.0
417.395,417.523,417.2,417.31,1493.0
417.27,417.44,417.18,417.25,760.0
417.46,417.56,417.23,417.34,1614.0
417.588,417.6,417.46,417.46,1247.0
417.45,417.69,417.36,417.59,5889.0
417.2,417.46,417.11,417.45,4491.0
417.36,417.459,417.11,417.42,1756.0
417.13,417.39,417.12,417.385,868.0
416.96,417.14,416.96,417.112,677.0
416.95,417.135,416.9,417.11,1635.0
416.955,416.96,416.9,416.905,100.0
416.84,417.0,416.65,416.87,903.0
416.38,416.962,413.64,416.84,400.0
416.98,416.98,416.35,416.48,5219.0
416.95,417.185,416.95,416.98,2157.0
417.15,417.25,416.9,417.14,1764.0
417.055,417.379,417.0,417.285,2100.0
417.238,417.238,416.79,417.1,2235.0
417.36,417.46,417.0,417.13,1540.0
417.46,417.46,417.133,417.4,1038.0
417.4,417.46,417.16,417.46,658.0
417.4,417.51,417.25,417.47,2905.0
417.48,417.55,417.3,417.4,2567.0
417.5,417.58,417.283,417.488,1994.0
417.57,417.69,417.3,417.52,1183.0
417.5,417.69,417.3,417.684,1496.0
417.0,417.661,417.0,417.64,2459.0
416.87,417.15,416.75,417.0,6550.0
416.83,416.87,416.57,416.87,2317.0
416.84,416.85,416.412,416.69,1199.0
